imageid imageid_train imageid_test if_in_trainset(other_in_testset) imgpath
3756 2603 1153 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00332.jpg
3757 2604 1153 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00333.jpg
3758 2605 1153 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00334.jpg
3759 2605 1154 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00335.jpg
3760 2605 1155 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00336.jpg
3761 2606 1155 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00337.jpg
3762 2606 1156 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00338.jpg
3763 2607 1156 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00339.jpg
3764 2607 1157 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00340.jpg
3765 2607 1158 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00341.jpg
3766 2607 1159 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00342.jpg
3767 2608 1159 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00343.jpg
3768 2609 1159 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00344.jpg
3769 2610 1159 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00345.jpg
3770 2611 1159 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00346.jpg
3771 2612 1159 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00347.jpg
3772 2612 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00348.jpg
3773 2613 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00349.jpg
3774 2614 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00350.jpg
3775 2615 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00351.jpg
3776 2616 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00352.jpg
3777 2617 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00353.jpg
3778 2618 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00354.jpg
3779 2619 1160 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00355.jpg
3780 2620 1160 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00356.jpg
3781 2620 1161 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00357.jpg
3782 2621 1161 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00358.jpg
3783 2622 1161 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00359.jpg
3784 2623 1161 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00360.jpg
3785 2624 1161 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00361.jpg
3786 2625 1161 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00362.jpg
3787 2625 1162 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00363.jpg
3788 2626 1162 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00364.jpg
3789 2627 1162 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00365.jpg
3790 2628 1162 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00366.jpg
3791 2628 1163 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00367.jpg
3792 2628 1164 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00368.jpg
3793 2629 1164 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00369.jpg
3794 2629 1165 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00370.jpg
3795 2630 1165 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00371.jpg
3796 2630 1166 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00372.jpg
3797 2631 1166 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00373.jpg
3798 2631 1167 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00374.jpg
3799 2632 1167 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00375.jpg
3800 2633 1167 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00376.jpg
3801 2634 1167 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00377.jpg
3802 2634 1168 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00378.jpg
3803 2635 1168 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00379.jpg
3804 2636 1168 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00380.jpg
3805 2636 1169 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00381.jpg
3806 2637 1169 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00382.jpg
3807 2638 1169 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00383.jpg
3808 2639 1169 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00384.jpg
3809 2640 1169 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00385.jpg
3810 2640 1170 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00386.jpg
3811 2641 1170 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00387.jpg
3812 2642 1170 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00388.jpg
3813 2642 1171 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00389.jpg
3814 2643 1171 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00390.jpg
3815 2644 1171 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00391.jpg
3816 2645 1171 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00392.jpg
3817 2645 1172 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00393.jpg
3818 2646 1172 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00394.jpg
3819 2647 1172 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00395.jpg
3820 2648 1172 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00396.jpg
3821 2649 1172 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00397.jpg
3822 2649 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00398.jpg
3823 2650 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00399.jpg
3824 2651 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00400.jpg
3825 2652 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00401.jpg
3826 2653 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00402.jpg
3827 2654 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00403.jpg
3828 2655 1173 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00404.jpg
3829 2656 1173 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00405.jpg
3830 2656 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00406.jpg
3831 2657 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00407.jpg
3832 2658 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00408.jpg
3833 2659 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00409.jpg
3834 2660 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00410.jpg
3835 2661 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00411.jpg
3836 2662 1174 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00412.jpg
3837 2663 1174 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00413.jpg
3838 2663 1175 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00414.jpg
3839 2663 1176 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00415.jpg
3840 2664 1176 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00416.jpg
3841 2665 1176 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00417.jpg
3842 2666 1176 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00418.jpg
3843 2666 1177 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00419.jpg
3844 2666 1178 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00420.jpg
3845 2666 1179 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00421.jpg
3846 2667 1179 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00422.jpg
3847 2668 1179 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00423.jpg
3848 2669 1179 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00424.jpg
3849 2670 1179 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00425.jpg
3850 2670 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00426.jpg
3851 2671 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00427.jpg
3852 2672 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00428.jpg
3853 2673 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00429.jpg
3854 2674 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00430.jpg
3855 2675 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00431.jpg
3856 2676 1180 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00432.jpg
3857 2677 1180 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00433.jpg
3858 2677 1181 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00434.jpg
3859 2678 1181 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00435.jpg
3860 2678 1182 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00436.jpg
3861 2679 1182 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00437.jpg
3862 2680 1182 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00438.jpg
3863 2681 1182 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00439.jpg
3864 2682 1182 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00440.jpg
3865 2683 1182 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00441.jpg
3866 2684 1182 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00442.jpg
3867 2684 1183 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00443.jpg
3868 2685 1183 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00444.jpg
3869 2685 1184 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00445.jpg
3870 2686 1184 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00446.jpg
3871 2687 1184 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00447.jpg
3872 2687 1185 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00448.jpg
3873 2688 1185 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00449.jpg
3874 2689 1185 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00450.jpg
3875 2689 1186 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00451.jpg
3876 2689 1187 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00452.jpg
3877 2690 1187 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00453.jpg
3878 2691 1187 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00454.jpg
3879 2692 1187 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00455.jpg
3880 2693 1187 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00456.jpg
3881 2694 1187 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00457.jpg
3882 2695 1187 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00458.jpg
3883 2695 1188 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00459.jpg
3884 2695 1189 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00460.jpg
3885 2695 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00461.jpg
3886 2696 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00462.jpg
3887 2697 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00463.jpg
3888 2698 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00464.jpg
3889 2699 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00465.jpg
3890 2700 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00466.jpg
3891 2701 1190 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00467.jpg
3892 2702 1190 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00468.jpg
3893 2702 1191 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00469.jpg
3894 2703 1191 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00470.jpg
3895 2704 1191 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00471.jpg
3896 2705 1191 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00472.jpg
3897 2706 1191 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00473.jpg
3898 2707 1191 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00474.jpg
3899 2707 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00475.jpg
3900 2708 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00476.jpg
3901 2709 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00477.jpg
3902 2710 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00478.jpg
3903 2711 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00479.jpg
3904 2712 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00480.jpg
3905 2713 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00481.jpg
3906 2714 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00482.jpg
3907 2715 1192 1 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00483.jpg
3908 2716 1192 0 /mfs/haoyu/project/AOCNN/InterpretableCNN_pytorch/data/ImagenetPartDataset/raw/detanimalpart/n01982650_obj/img/img/00484.jpg
